x001   ,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041  ,x042   ,x043  ,x044   ,x045 ,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057  ,x058  ,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075 ,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222  ,x223  ,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233  ,x234 ,x235 ,x236  ,x237,x238,x239    ,x240,x241,x242  ,x243 ,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257    ,x258   ,x259  ,x260,x261,x262,x263,x264 ,x265,x266,x267    ,x268  ,x269,x270,x271,x272   ,x273   ,x274  ,x275   ,x276,x277,x278,x279   ,x280   ,x281   ,x282,x283,x284,x285,x286,x287,x288,x289,x290    ,x291  ,x292   ,x293  ,x294  ,x295  ,x296  ,x297  ,x298,x299,x300,x301,x302,x303  ,x304  ,y
1571800,    ,    ,    ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,3   ,0   ,1   ,1   ,1   ,2   ,0   ,1   ,1   ,1   ,      ,0      ,0     ,       ,     ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,11  ,0   ,0   ,0   ,1   ,9   ,10  ,1   ,0   ,0   ,0   ,0   ,1   ,1   ,11  ,1   ,6281 ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,1   ,65  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0     ,     ,     ,0     ,    ,    ,        ,0   ,0   ,      ,0    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,       ,0      ,0     ,       ,0   ,0   ,0   ,0      ,0      ,0      ,0   ,0   ,0   ,0   ,0   ,    ,    ,    ,        ,0     ,0      ,      ,0     ,      ,0     ,      ,0   ,0   ,0   ,0   ,    ,0     ,      ,483
131530 ,124 ,19  ,52  ,124 ,1   ,0   ,0   ,1   ,5   ,5   ,0   ,0   ,1   ,12  ,5   ,7   ,5   ,3   ,5   ,1   ,2   ,1   ,7   ,0   ,1   ,1   ,0   ,1   ,1   ,11  ,1   ,2   ,2   ,4   ,7   ,1   ,2   ,2   ,3   ,0.0000,250    ,250   ,768    ,250  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,1   ,0.0000,0.0000,5   ,0   ,0   ,1   ,3   ,4   ,4   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2   ,0   ,2079 ,3   ,0   ,0   ,0   ,0   ,2   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,0   ,2   ,42  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,3   ,0   ,0   ,1   ,2   ,14  ,0   ,0   ,0   ,0   ,0   ,8   ,14  ,14  ,14  ,14  ,0   ,0   ,0   ,0   ,0   ,8   ,14  ,14  ,14  ,14  ,0   ,2   ,2   ,2   ,2   ,8   ,14  ,14  ,14  ,14  ,8   ,12  ,12  ,12  ,12  ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,4   ,0   ,0   ,3   ,4   ,4   ,1   ,0   ,0   ,0   ,1   ,1   ,0   ,3   ,0   ,0   ,1   ,2   ,14  ,0   ,0   ,0   ,0   ,0   ,8   ,14  ,14  ,14  ,14  ,0   ,0   ,0   ,0   ,0   ,8   ,14  ,14  ,14  ,14  ,0   ,2   ,2   ,2   ,2   ,8   ,14  ,14  ,14  ,14  ,8   ,12  ,12  ,12  ,12  ,0.0000,0.0000,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,967   ,602  ,768  ,250   ,29  ,29  ,29.0000 ,4   ,0   ,      ,0    ,1   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,1   ,15908,19  ,19  ,19.0000 ,0.8132,1   ,1   ,1   ,1.1196 ,127118 ,967   ,0.6167 ,0   ,2   ,2   ,124828 ,108920 ,15908  ,1   ,1   ,1   ,4   ,0   ,5   ,124 ,19  ,58.7500 ,124828,124828 ,1.2013,108920,1.2913,15908 ,0.8132,1   ,1   ,1   ,1   ,5   ,108920,1.2913,512
1204767,    ,    ,    ,149 ,1   ,0   ,0   ,2   ,0   ,0   ,1   ,0   ,2   ,5   ,0   ,5   ,2   ,0   ,5   ,0   ,2   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,2   ,3   ,0   ,0   ,0   ,0   ,2   ,0   ,0   ,0   ,0   ,      ,0      ,0     ,1753   ,300  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2   ,      ,      ,1   ,0   ,0   ,0   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,705  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,3   ,1   ,1   ,3   ,3   ,3   ,2   ,1   ,1   ,2   ,2   ,2   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1148  ,747  ,1753 ,0     ,    ,    ,        ,3   ,0   ,      ,0    ,0   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,0.2966 ,1148   ,1148  ,0.9566 ,0   ,0   ,0   ,0      ,0      ,0      ,1   ,1   ,1   ,0   ,0   ,    ,    ,    ,        ,0     ,0      ,      ,0     ,      ,0     ,      ,0   ,0   ,0   ,0   ,    ,0     ,      ,538
1602500,356 ,18  ,130 ,380 ,0   ,0   ,0   ,2   ,3   ,1   ,2   ,1   ,7   ,16  ,7   ,9   ,7   ,5   ,11  ,4   ,3   ,2   ,1   ,1   ,0   ,1   ,1   ,0   ,9   ,1   ,0   ,1   ,1   ,1   ,1   ,0   ,1   ,1   ,1   ,0.2090,229800 ,181768,175000 ,300  ,3   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.2498,0.0000,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1.0000,1.0000,4   ,4   ,4   ,4   ,2   ,1   ,0   ,0   ,0   ,4308  ,3689 ,20000,45492 ,356 ,23  ,175.5000,1   ,0   ,      ,0    ,1   ,1   ,1   ,1   ,0   ,1   ,2   ,1   ,0   ,1   ,0   ,155 ,155 ,155.0000,43724  ,0.2498,1   ,1   ,1   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,0.1585 ,55178  ,0     ,       ,0   ,0   ,0   ,55178  ,0      ,55178  ,1   ,1   ,1   ,1   ,0   ,1   ,18  ,18  ,18.0000 ,7146  ,7146   ,0.8166,0     ,      ,7146  ,0.8166,1   ,1   ,1   ,0   ,    ,0     ,      ,799
981294 ,134 ,69  ,101 ,248 ,1   ,0   ,1   ,0   ,0   ,0   ,2   ,2   ,9   ,14  ,2   ,12  ,7   ,2   ,8   ,1   ,3   ,1   ,2   ,1   ,0   ,1   ,3   ,0   ,6   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.0539,11000  ,10407 ,15000  ,224  ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.0539,0.0539,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1.0000,1.0000,1   ,1   ,1   ,1   ,1   ,0   ,0   ,0   ,1   ,593   ,593  ,15000,10407 ,134 ,134 ,134.0000,0   ,0   ,      ,0    ,1   ,1   ,1   ,1   ,1   ,1   ,4   ,1   ,0   ,1   ,0   ,69  ,69  ,69.0000 ,56043  ,0.9039,1   ,1   ,1   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,0.1575 ,56636  ,0     ,       ,0   ,0   ,0   ,56636  ,0      ,56636  ,1   ,1   ,1   ,0   ,0   ,1   ,    ,    ,        ,0     ,56043  ,      ,0     ,      ,0     ,      ,0   ,0   ,0   ,0   ,1   ,0     ,      ,813
867988 ,61  ,61  ,61  ,78  ,1   ,0   ,0   ,0   ,0   ,1   ,2   ,0   ,0   ,3   ,1   ,2   ,2   ,1   ,1   ,0   ,1   ,0   ,0   ,1   ,0   ,1   ,2   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,0      ,0     ,2500   ,2500 ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0     ,0    ,2500 ,0     ,    ,    ,        ,0   ,0   ,      ,0    ,0   ,1   ,1   ,1   ,1   ,1   ,2   ,1   ,0   ,1   ,0   ,61  ,61  ,61.0000 ,58835  ,0.7354,1   ,1   ,1   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,0.2530 ,58835  ,0     ,       ,0   ,0   ,0   ,58835  ,0      ,58835  ,1   ,1   ,1   ,0   ,0   ,    ,    ,    ,        ,0     ,58835  ,      ,0     ,      ,0     ,      ,0   ,0   ,0   ,0   ,    ,0     ,      ,736
1057747,110 ,1   ,54  ,110 ,0   ,3   ,3   ,0   ,0   ,0   ,0   ,1   ,1   ,5   ,4   ,1   ,3   ,2   ,4   ,3   ,2   ,1   ,1   ,0   ,0   ,1   ,0   ,0   ,4   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.0000,8300   ,8300  ,15500  ,300  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.0000,0.0000,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0    ,1   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,47  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0.0000,0.0000,2   ,2   ,1   ,0   ,0   ,0   ,2   ,3   ,3   ,0     ,0    ,15500,8300  ,106 ,1   ,36.3333 ,0   ,0   ,      ,0    ,1   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,0.0392 ,1072   ,0     ,       ,0   ,0   ,0   ,1072   ,1072   ,0      ,1   ,1   ,1   ,1   ,0   ,1   ,110 ,110 ,110.0000,1072  ,1072   ,0.3062,1072  ,0.3062,0     ,      ,1   ,1   ,1   ,0   ,1   ,1072  ,0.3062,694
828226 ,18  ,8   ,13  ,182 ,1   ,0   ,1   ,2   ,0   ,7   ,2   ,2   ,2   ,16  ,2   ,14  ,6   ,1   ,3   ,0   ,2   ,0   ,11  ,0   ,1   ,1   ,0   ,2   ,1   ,3   ,0   ,1   ,2   ,2   ,3   ,0   ,1   ,2   ,2   ,      ,0      ,0     ,250    ,100  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2   ,      ,      ,3   ,0   ,0   ,0   ,1   ,3   ,3   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2409 ,1   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,52  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,3   ,0   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,7   ,0   ,0   ,0   ,7   ,70  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,14  ,70  ,70  ,0   ,0   ,0   ,7   ,7   ,0   ,0   ,14  ,70  ,70  ,0   ,0   ,0   ,7   ,7   ,0   ,0   ,14  ,63  ,63  ,0   ,0   ,14  ,56  ,56  ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,740   ,291  ,250  ,0     ,    ,    ,        ,3   ,0   ,      ,0    ,0   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,1   ,6338 ,18  ,8   ,13.0000 ,0.7538,1   ,1   ,1   ,0.3508 ,12346  ,740   ,0.0284 ,0   ,0   ,0   ,6338   ,0      ,6338   ,1   ,1   ,1   ,2   ,0   ,5   ,18  ,8   ,13.0000 ,6338  ,6338   ,0.7538,0     ,      ,6338  ,0.7538,1   ,1   ,1   ,1   ,5   ,0     ,      ,576
885304 ,    ,    ,    ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,3   ,0   ,0   ,1   ,3   ,2   ,0   ,0   ,1   ,2   ,      ,0      ,0     ,       ,     ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,1   ,0   ,0   ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,566  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,      ,      ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0     ,     ,     ,0     ,    ,    ,        ,0   ,0   ,      ,0    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,0   ,0    ,    ,    ,        ,      ,0   ,0   ,0   ,       ,0      ,0     ,       ,0   ,0   ,0   ,0      ,0      ,0      ,0   ,0   ,0   ,0   ,0   ,    ,    ,    ,        ,0     ,0      ,      ,0     ,      ,0     ,      ,0   ,0   ,0   ,0   ,    ,0     ,      ,524
829377 ,21  ,8   ,14  ,128 ,0   ,0   ,1   ,1   ,0   ,0   ,0   ,0   ,1   ,3   ,2   ,1   ,3   ,2   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,9   ,0   ,0   ,0   ,1   ,6   ,0   ,0   ,0   ,1   ,1.3666,300    ,-110  ,300    ,300  ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,1.3666,1.3666,4   ,0   ,0   ,0   ,1   ,2   ,4   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2   ,0   ,6101 ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,1   ,0   ,0   ,2   ,0   ,1   ,1   ,1   ,1   ,1   ,2   ,2   ,2   ,2   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,3   ,1   ,2   ,2   ,2   ,2   ,0   ,    ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,2   ,0   ,1   ,0   ,1   ,24  ,0   ,1   ,1   ,1   ,3   ,1   ,2   ,2   ,4   ,16  ,1   ,1   ,1   ,1   ,4   ,1   ,1   ,1   ,3   ,13  ,0   ,0   ,0   ,0   ,1   ,0   ,0   ,0   ,2   ,9   ,0   ,0   ,0   ,2   ,8   ,1.0000,1.0000,0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,1   ,410   ,410  ,300  ,-110  ,8   ,8   ,8.0000  ,1   ,0   ,      ,0    ,1   ,1   ,1   ,1   ,0   ,1   ,1   ,0   ,0   ,5   ,1   ,    ,    ,        ,0      ,      ,0   ,0   ,0   ,1   ,10528,21  ,21  ,21.0000 ,0.8910,1   ,1   ,1   ,0.0545 ,10938  ,0     ,0.0000 ,0   ,0   ,1   ,10938  ,410    ,10528  ,1   ,1   ,1   ,1   ,0   ,1   ,21  ,21  ,21.0000 ,10528 ,10528  ,0.8910,0     ,      ,10528 ,0.8910,1   ,1   ,1   ,0   ,    ,0     ,      ,523
